AwardYear,AwardCeremonyNum,Movie,AwardCategory,AwardStatus
2000,73,Quills,ACTOR IN A LEADING ROLE,nominated
2000,73,Pollock,ACTOR IN A LEADING ROLE,nominated
2000,73,Before Night Falls,ACTOR IN A LEADING ROLE,nominated
2000,73,Cast Away,ACTOR IN A LEADING ROLE,nominated
2000,73,Gladiator,ACTOR IN A LEADING ROLE,won
2000,73,Erin Brockovich,ACTOR IN A SUPPORTING ROLE,nominated
2000,73,The Contender,ACTOR IN A SUPPORTING ROLE,nominated
2000,73,Traffic,ACTOR IN A SUPPORTING ROLE,won
2000,73,Shadow of the Vampire,ACTOR IN A SUPPORTING ROLE,nominated
2000,73,Gladiator,ACTOR IN A SUPPORTING ROLE,nominated
2000,73,Erin Brockovich,ACTRESS IN A LEADING ROLE,won
2000,73,The Contender,ACTRESS IN A LEADING ROLE,nominated
2000,73,Chocolat,ACTRESS IN A LEADING ROLE,nominated
2000,73,Requiem for a Dream,ACTRESS IN A LEADING ROLE,nominated
2000,73,You Can Count on Me,ACTRESS IN A LEADING ROLE,nominated
2000,73,Pollock,ACTRESS IN A SUPPORTING ROLE,won
2000,73,Billy Elliot,ACTRESS IN A SUPPORTING ROLE,nominated
2000,73,Almost Famous,ACTRESS IN A SUPPORTING ROLE,nominated
2000,73,Chocolat,ACTRESS IN A SUPPORTING ROLE,nominated
2000,73,Quills,ART DIRECTION,nominated
2000,73,"Crouching Tiger, Hidden Dragon",ART DIRECTION,won
2000,73,Vatel,ART DIRECTION,nominated
2000,73,Gladiator,ART DIRECTION,nominated
2000,73,Dr. Seuss' How the Grinch Stole Christmas,ART DIRECTION,nominated
2000,73,"Crouching Tiger, Hidden Dragon",CINEMATOGRAPHY,won
2000,73,The Patriot,CINEMATOGRAPHY,nominated
2000,73,Malèna,CINEMATOGRAPHY,nominated
2000,73,"O Brother, Where Art Thou?",CINEMATOGRAPHY,nominated
2000,73,Gladiator,CINEMATOGRAPHY,nominated
2000,73,Quills,COSTUME DESIGN,nominated
2000,73,"Crouching Tiger, Hidden Dragon",COSTUME DESIGN,nominated
2000,73,102 Dalmatians,COSTUME DESIGN,nominated
2000,73,Gladiator,COSTUME DESIGN,won
2000,73,Dr. Seuss' How the Grinch Stole Christmas,COSTUME DESIGN,nominated
2000,73,Erin Brockovich,DIRECTING,nominated
2000,73,"Crouching Tiger, Hidden Dragon",DIRECTING,nominated
2000,73,Billy Elliot,DIRECTING,nominated
2000,73,Traffic,DIRECTING,won
2000,73,Gladiator,DIRECTING,nominated
2000,73,Scottsboro: An American Tragedy,DOCUMENTARY (Feature),nominated
2000,73,Sound and Fury,DOCUMENTARY (Feature),nominated
2000,73,Legacy,DOCUMENTARY (Feature),nominated
2000,73,Into the Arms of Strangers: Stories of the Kindertransport,DOCUMENTARY (Feature),won
2000,73,Long Night's Journey into Day,DOCUMENTARY (Feature),nominated
2000,73,Dolphins,DOCUMENTARY (Short Subject),nominated
2000,73,Big Mama,DOCUMENTARY (Short Subject),won
2000,73,Curtain Call,DOCUMENTARY (Short Subject),nominated
2000,73,On Tiptoe: Gentle Steps to Freedom,DOCUMENTARY (Short Subject),nominated
2000,73,The Man on Lincoln's Nose,DOCUMENTARY (Short Subject),nominated
2000,73,"Crouching Tiger, Hidden Dragon",FILM EDITING,nominated
2000,73,Wonder Boys,FILM EDITING,nominated
2000,73,Traffic,FILM EDITING,won
2000,73,Almost Famous,FILM EDITING,nominated
2000,73,Gladiator,FILM EDITING,nominated
2000,73,"Crouching Tiger, Hidden Dragon",FOREIGN LANGUAGE FILM,won
2000,73,Everybody Famous!,FOREIGN LANGUAGE FILM,nominated
2000,73,Divided We Fall,FOREIGN LANGUAGE FILM,nominated
2000,73,Amores Perros,FOREIGN LANGUAGE FILM,nominated
2000,73,The Taste of Others,FOREIGN LANGUAGE FILM,nominated
2000,73,The Cell,MAKEUP,nominated
2000,73,Shadow of the Vampire,MAKEUP,nominated
2000,73,Dr. Seuss' How the Grinch Stole Christmas,MAKEUP,won
2000,73,"Crouching Tiger, Hidden Dragon",MUSIC (Original Score),won
2000,73,The Patriot,MUSIC (Original Score),nominated
2000,73,Malèna,MUSIC (Original Score),nominated
2000,73,Chocolat,MUSIC (Original Score),nominated
2000,73,Gladiator,MUSIC (Original Score),nominated
2000,73,"Crouching Tiger, Hidden Dragon",MUSIC (Original Song),nominated
2000,73,Wonder Boys,MUSIC (Original Song),won
2000,73,Dancer in the Dark,MUSIC (Original Song),nominated
2000,73,Meet the Parents,MUSIC (Original Song),nominated
2000,73,The Emperor's New Groove,MUSIC (Original Song),nominated
2000,73,Erin Brockovich,BEST PICTURE,nominated
2000,73,"Crouching Tiger, Hidden Dragon",BEST PICTURE,nominated
2000,73,Chocolat,BEST PICTURE,nominated
2000,73,Traffic,BEST PICTURE,nominated
2000,73,Gladiator,BEST PICTURE,won
2000,73,The Periwig-Maker,SHORT FILM (Animated),nominated
2000,73,Rejected,SHORT FILM (Animated),nominated
2000,73,Father and Daughter,SHORT FILM (Animated),won
2000,73,By Courier,SHORT FILM (Live Action),nominated
2000,73,Seraglio,SHORT FILM (Live Action),nominated
2000,73,Quiero Ser (I want to be...),SHORT FILM (Live Action),won
2000,73,A Soccer Story (Uma Historia de Futebol),SHORT FILM (Live Action),nominated
2000,73,One Day Crossing,SHORT FILM (Live Action),nominated
2000,73,The Patriot,SOUND,nominated
2000,73,The Perfect Storm,SOUND,nominated
2000,73,Cast Away,SOUND,nominated
2000,73,U-571,SOUND,nominated
2000,73,Gladiator,SOUND,won
2000,73,Space Cowboys,SOUND EDITING,nominated
2000,73,U-571,SOUND EDITING,won
2000,73,The Perfect Storm,VISUAL EFFECTS,nominated
2000,73,Gladiator,VISUAL EFFECTS,won
2000,73,Hollow Man,VISUAL EFFECTS,nominated
2000,73,"Crouching Tiger, Hidden Dragon",WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2000,73,"O Brother, Where Art Thou?",WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2000,73,Chocolat,WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2000,73,Wonder Boys,WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2000,73,Traffic,WRITING (Screenplay Based on Material Previously Produced or Published),won
2000,73,Erin Brockovich,WRITING (Screenplay Written Directly for the Screen),nominated
2000,73,Billy Elliot,WRITING (Screenplay Written Directly for the Screen),nominated
2000,73,Almost Famous,WRITING (Screenplay Written Directly for the Screen),won
2000,73,You Can Count on Me,WRITING (Screenplay Written Directly for the Screen),nominated
2000,73,Gladiator,WRITING (Screenplay Written Directly for the Screen),nominated
2001,74,Ali,ACTOR IN A LEADING ROLE,nominated
2001,74,A Beautiful Mind,ACTOR IN A LEADING ROLE,nominated
2001,74,In the Bedroom,ACTOR IN A LEADING ROLE,nominated
2001,74,Training Day,ACTOR IN A LEADING ROLE,won
2001,74,I Am Sam,ACTOR IN A LEADING ROLE,nominated
2001,74,Iris,ACTOR IN A SUPPORTING ROLE,won
2001,74,Ali,ACTOR IN A SUPPORTING ROLE,nominated
2001,74,Sexy Beast,ACTOR IN A SUPPORTING ROLE,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,ACTOR IN A SUPPORTING ROLE,nominated
2001,74,Training Day,ACTOR IN A SUPPORTING ROLE,nominated
2001,74,Bridget Jones's Diary,ACTRESS IN A LEADING ROLE,nominated
2001,74,Monster's Ball,ACTRESS IN A LEADING ROLE,won
2001,74,Iris,ACTRESS IN A LEADING ROLE,nominated
2001,74,In the Bedroom,ACTRESS IN A LEADING ROLE,nominated
2001,74,Moulin Rouge,ACTRESS IN A LEADING ROLE,nominated
2001,74,Iris,ACTRESS IN A SUPPORTING ROLE,nominated
2001,74,In the Bedroom,ACTRESS IN A SUPPORTING ROLE,nominated
2001,74,A Beautiful Mind,ACTRESS IN A SUPPORTING ROLE,won
2001,74,Gosford Park,ACTRESS IN A SUPPORTING ROLE,nominated
2001,74,Jimmy Neutron: Boy Genius,ANIMATED FEATURE FILM,nominated
2001,74,Shrek,ANIMATED FEATURE FILM,won
2001,74,"Monsters, Inc.",ANIMATED FEATURE FILM,nominated
2001,74,Gosford Park,ART DIRECTION,nominated
2001,74,Amélie,ART DIRECTION,nominated
2001,74,Harry Potter and the Sorcerer's Stone,ART DIRECTION,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,ART DIRECTION,nominated
2001,74,Moulin Rouge,ART DIRECTION,won
2001,74,Amélie,CINEMATOGRAPHY,nominated
2001,74,The Man Who Wasn't There,CINEMATOGRAPHY,nominated
2001,74,Black Hawk Down,CINEMATOGRAPHY,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,CINEMATOGRAPHY,won
2001,74,Moulin Rouge,CINEMATOGRAPHY,nominated
2001,74,Gosford Park,COSTUME DESIGN,nominated
2001,74,The Affair of the Necklace,COSTUME DESIGN,nominated
2001,74,Harry Potter and the Sorcerer's Stone,COSTUME DESIGN,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,COSTUME DESIGN,nominated
2001,74,Moulin Rouge,COSTUME DESIGN,won
2001,74,Mulholland Drive,DIRECTING,nominated
2001,74,Gosford Park,DIRECTING,nominated
2001,74,A Beautiful Mind,DIRECTING,won
2001,74,Black Hawk Down,DIRECTING,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,DIRECTING,nominated
2001,74,Promises,DOCUMENTARY (Feature),nominated
2001,74,Murder on a Sunday Morning,DOCUMENTARY (Feature),won
2001,74,LaLee's Kin: The Legacy of Cotton,DOCUMENTARY (Feature),nominated
2001,74,War Photographer,DOCUMENTARY (Feature),nominated
2001,74,Children Underground,DOCUMENTARY (Feature),nominated
2001,74,Thoth,DOCUMENTARY (Short Subject),won
2001,74,Sing!,DOCUMENTARY (Short Subject),nominated
2001,74,Artists and Orphans: A True Drama,DOCUMENTARY (Short Subject),nominated
2001,74,Memento,FILM EDITING,nominated
2001,74,A Beautiful Mind,FILM EDITING,nominated
2001,74,Black Hawk Down,FILM EDITING,won
2001,74,The Lord of the Rings: The Fellowship of the Ring,FILM EDITING,nominated
2001,74,Moulin Rouge,FILM EDITING,nominated
2001,74,No Man's Land,FOREIGN LANGUAGE FILM,won
2001,74,Lagaan,FOREIGN LANGUAGE FILM,nominated
2001,74,Son of the Bride,FOREIGN LANGUAGE FILM,nominated
2001,74,Amélie,FOREIGN LANGUAGE FILM,nominated
2001,74,Elling,FOREIGN LANGUAGE FILM,nominated
2001,74,A Beautiful Mind,MAKEUP,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,MAKEUP,won
2001,74,Moulin Rouge,MAKEUP,nominated
2001,74,"Monsters, Inc.",MUSIC (Original Score),nominated
2001,74,A.I. Artificial Intelligence,MUSIC (Original Score),nominated
2001,74,Harry Potter and the Sorcerer's Stone,MUSIC (Original Score),nominated
2001,74,A Beautiful Mind,MUSIC (Original Score),nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,MUSIC (Original Score),won
2001,74,Pearl Harbor,MUSIC (Original Song),nominated
2001,74,"Monsters, Inc.",MUSIC (Original Song),won
2001,74,Vanilla Sky,MUSIC (Original Song),nominated
2001,74,Kate & Leopold,MUSIC (Original Song),nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,MUSIC (Original Song),nominated
2001,74,Gosford Park,BEST PICTURE,nominated
2001,74,A Beautiful Mind,BEST PICTURE,won
2001,74,In the Bedroom,BEST PICTURE,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,BEST PICTURE,nominated
2001,74,Moulin Rouge,BEST PICTURE,nominated
2001,74,Fifty Percent Grey,SHORT FILM (Animated),nominated
2001,74,Stubble Trouble,SHORT FILM (Animated),nominated
2001,74,For the Birds,SHORT FILM (Animated),won
2001,74,Give Up Yer Aul Sins,SHORT FILM (Animated),nominated
2001,74,Strange Invaders,SHORT FILM (Animated),nominated
2001,74,Gregor's Greatest Invention,SHORT FILM (Live Action),nominated
2001,74,Copy Shop,SHORT FILM (Live Action),nominated
2001,74,the accountant,SHORT FILM (Live Action),won
2001,74,A Man Thing (Meska Sprawa),SHORT FILM (Live Action),nominated
2001,74,Speed for Thespians,SHORT FILM (Live Action),nominated
2001,74,Pearl Harbor,SOUND,nominated
2001,74,Amélie,SOUND,nominated
2001,74,Black Hawk Down,SOUND,won
2001,74,The Lord of the Rings: The Fellowship of the Ring,SOUND,nominated
2001,74,Moulin Rouge,SOUND,nominated
2001,74,Pearl Harbor,SOUND EDITING,won
2001,74,"Monsters, Inc.",SOUND EDITING,nominated
2001,74,A.I. Artificial Intelligence,VISUAL EFFECTS,nominated
2001,74,Pearl Harbor,VISUAL EFFECTS,nominated
2001,74,The Lord of the Rings: The Fellowship of the Ring,VISUAL EFFECTS,won
2001,74,The Lord of the Rings: The Fellowship of the Ring,WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2001,74,Ghost World,WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2001,74,A Beautiful Mind,WRITING (Screenplay Based on Material Previously Produced or Published),won
2001,74,In the Bedroom,WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2001,74,Shrek,WRITING (Screenplay Based on Material Previously Produced or Published),nominated
2001,74,The Royal Tenenbaums,WRITING (Screenplay Written Directly for the Screen),nominated
2001,74,Memento,WRITING (Screenplay Written Directly for the Screen),nominated
2001,74,Gosford Park,WRITING (Screenplay Written Directly for the Screen),won
2001,74,Amélie,WRITING (Screenplay Written Directly for the Screen),nominated
2001,74,Monster's Ball,WRITING (Screenplay Written Directly for the Screen),nominated
2002,75,About Schmidt,ACTOR IN A LEADING ROLE,nominated
2002,75,Gangs of New York,ACTOR IN A LEADING ROLE,nominated
2002,75,The Pianist,ACTOR IN A LEADING ROLE,won
2002,75,Adaptation,ACTOR IN A LEADING ROLE,nominated
2002,75,The Quiet American,ACTOR IN A LEADING ROLE,nominated
2002,75,The Hours,ACTOR IN A SUPPORTING ROLE,nominated
2002,75,Road to Perdition,ACTOR IN A SUPPORTING ROLE,nominated
2002,75,Adaptation,ACTOR IN A SUPPORTING ROLE,won
2002,75,Catch Me If You Can,ACTOR IN A SUPPORTING ROLE,nominated
2002,75,Chicago,ACTOR IN A SUPPORTING ROLE,nominated
2002,75,The Hours,ACTRESS IN A LEADING ROLE,won
2002,75,Far from Heaven,ACTRESS IN A LEADING ROLE,nominated
2002,75,Unfaithful,ACTRESS IN A LEADING ROLE,nominated
2002,75,Frida,ACTRESS IN A LEADING ROLE,nominated
2002,75,Chicago,ACTRESS IN A LEADING ROLE,nominated
2002,75,Chicago,ACTRESS IN A SUPPORTING ROLE,won
2002,75,About Schmidt,ACTRESS IN A SUPPORTING ROLE,nominated
2002,75,The Hours,ACTRESS IN A SUPPORTING ROLE,nominated
2002,75,Adaptation,ACTRESS IN A SUPPORTING ROLE,nominated
2002,75,Treasure Planet,ANIMATED FEATURE FILM,nominated
2002,75,Spirited Away,ANIMATED FEATURE FILM,won
2002,75,Lilo & Stitch,ANIMATED FEATURE FILM,nominated
2002,75,Ice Age,ANIMATED FEATURE FILM,nominated
2002,75,Spirit: Stallion of the Cimarron,ANIMATED FEATURE FILM,nominated
2002,75,Chicago,ART DIRECTION,won
2002,75,Gangs of New York,ART DIRECTION,nominated
2002,75,Road to Perdition,ART DIRECTION,nominated
2002,75,Frida,ART DIRECTION,nominated
2002,75,The Lord of the Rings: The Two Towers,ART DIRECTION,nominated
2002,75,Far from Heaven,CINEMATOGRAPHY,nominated
2002,75,Gangs of New York,CINEMATOGRAPHY,nominated
2002,75,The Pianist,CINEMATOGRAPHY,nominated
2002,75,Road to Perdition,CINEMATOGRAPHY,won
2002,75,Chicago,CINEMATOGRAPHY,nominated
2002,75,The Hours,COSTUME DESIGN,nominated
2002,75,Gangs of New York,COSTUME DESIGN,nominated
2002,75,The Pianist,COSTUME DESIGN,nominated
2002,75,Frida,COSTUME DESIGN,nominated
2002,75,Chicago,COSTUME DESIGN,won
2002,75,The Hours,DIRECTING,nominated
2002,75,Gangs of New York,DIRECTING,nominated
2002,75,The Pianist,DIRECTING,won
2002,75,Talk to Her,DIRECTING,nominated
2002,75,Chicago,DIRECTING,nominated
2002,75,Prisoner of Paradise,DOCUMENTARY (Feature),nominated
2002,75,Spellbound,DOCUMENTARY (Feature),nominated
2002,75,Bowling for Columbine,DOCUMENTARY (Feature),won
2002,75,Winged Migration,DOCUMENTARY (Feature),nominated
2002,75,Daughter from Danang,DOCUMENTARY (Feature),nominated
2002,75,Twin Towers,DOCUMENTARY (Short Subject),won
2002,75,Why Can't We Be a Family Again?,DOCUMENTARY (Short Subject),nominated
2002,75,The Collector of Bedford Street,DOCUMENTARY (Short Subject),nominated
2002,75,Mighty Times: The Legacy of Rosa Parks,DOCUMENTARY (Short Subject),nominated
2002,75,The Lord of the Rings: The Two Towers,FILM EDITING,nominated
2002,75,The Hours,FILM EDITING,nominated
2002,75,Gangs of New York,FILM EDITING,nominated
2002,75,The Pianist,FILM EDITING,nominated
2002,75,Chicago,FILM EDITING,won
2002,75,Hero,FOREIGN LANGUAGE FILM,nominated
2002,75,The Man without a Past,FOREIGN LANGUAGE FILM,nominated
2002,75,Nowhere in Africa,FOREIGN LANGUAGE FILM,won
2002,75,Zus & Zo,FOREIGN LANGUAGE FILM,nominated
2002,75,El Crimen del Padre Amaro,FOREIGN LANGUAGE FILM,nominated
2002,75,Frida,MAKEUP,won
2002,75,The Time Machine,MAKEUP,nominated
2002,75,The Hours,MUSIC (Original Score),nominated
2002,75,Far from Heaven,MUSIC (Original Score),nominated
2002,75,Road to Perdition,MUSIC (Original Score),nominated
2002,75,Frida,MUSIC (Original Score),won
2002,75,Catch Me If You Can,MUSIC (Original Score),nominated
2002,75,Gangs of New York,MUSIC (Original Song),nominated
2002,75,8 Mile,MUSIC (Original Song),won
2002,75,The Wild Thornberrys Movie,MUSIC (Original Song),nominated
2002,75,Frida,MUSIC (Original Song),nominated
2002,75,Chicago,MUSIC (Original Song),nominated
2002,75,The Lord of the Rings: The Two Towers,BEST PICTURE,nominated
2002,75,The Hours,BEST PICTURE,nominated
2002,75,Gangs of New York,BEST PICTURE,nominated
2002,75,The Pianist,BEST PICTURE,nominated
2002,75,Chicago,BEST PICTURE,won
2002,75,Mt. Head,SHORT FILM (Animated),nominated
2002,75,Mike's New Car,SHORT FILM (Animated),nominated
2002,75,The ChubbChubbs!,SHORT FILM (Animated),won
2002,75,The Cathedral,SHORT FILM (Animated),nominated
2002,75,Das Rad,SHORT FILM (Animated),nominated
2002,75,This Charming Man (Der Er En Yndig Mand),SHORT FILM (Live Action),won
2002,75,Inja (Dog),SHORT FILM (Live Action),nominated
2002,75,Johnny Flynton,SHORT FILM (Live Action),nominated
2002,75,Fait D'Hiver,SHORT FILM (Live Action),nominated
2002,75,I'll Wait for the Next One... (J'Attendrai Le Suivant...),SHORT FILM (Live Action),nominated
2002,75,Chicago,SOUND,won
2002,75,Gangs of New York,SOUND,nominated
2002,75,Spider-Man,SOUND,nominated
2002,75,Road to Perdition,SOUND,nominated
2002,75,The Lord of the Rings: The Two Towers,SOUND,nominated
2002,75,Road to Perdition,SOUND EDITING,nominated
2002,75,The Lord of the Rings: The Two Towers,SOUND EDITING,won
2002,75,Minority Report,SOUND EDITING,nominated
2002,75,Star Wars Episode II Attack of the Clones,VISUAL EFFECTS,nominated
2002,75,The Lord of the Rings: The Two Towers,VISUAL EFFECTS,won
2002,75,Spider-Man,VISUAL EFFECTS,nominated
2002,75,The Hours,WRITING (Adapted Screenplay),nominated
2002,75,The Pianist,WRITING (Adapted Screenplay),won
2002,75,Adaptation,WRITING (Adapted Screenplay),nominated
2002,75,About a Boy,WRITING (Adapted Screenplay),nominated
2002,75,Chicago,WRITING (Adapted Screenplay),nominated
2002,75,Y Tu Mamá También,WRITING (Original Screenplay),nominated
2002,75,Far from Heaven,WRITING (Original Screenplay),nominated
2002,75,Gangs of New York,WRITING (Original Screenplay),nominated
2002,75,My Big Fat Greek Wedding,WRITING (Original Screenplay),nominated
2002,75,Talk to Her,WRITING (Original Screenplay),won
2003,76,House of Sand and Fog,ACTOR IN A LEADING ROLE,nominated
2003,76,Cold Mountain,ACTOR IN A LEADING ROLE,nominated
2003,76,Pirates of the Caribbean: The Curse of the Black Pearl,ACTOR IN A LEADING ROLE,nominated
2003,76,Lost in Translation,ACTOR IN A LEADING ROLE,nominated
2003,76,Mystic River,ACTOR IN A LEADING ROLE,won
2003,76,In America,ACTOR IN A SUPPORTING ROLE,nominated
2003,76,The Cooler,ACTOR IN A SUPPORTING ROLE,nominated
2003,76,21 Grams,ACTOR IN A SUPPORTING ROLE,nominated
2003,76,Mystic River,ACTOR IN A SUPPORTING ROLE,won
2003,76,The Last Samurai,ACTOR IN A SUPPORTING ROLE,nominated
2003,76,In America,ACTRESS IN A LEADING ROLE,nominated
2003,76,Monster,ACTRESS IN A LEADING ROLE,won
2003,76,Something's Gotta Give,ACTRESS IN A LEADING ROLE,nominated
2003,76,21 Grams,ACTRESS IN A LEADING ROLE,nominated
2003,76,Whale Rider,ACTRESS IN A LEADING ROLE,nominated
2003,76,House of Sand and Fog,ACTRESS IN A SUPPORTING ROLE,nominated
2003,76,Cold Mountain,ACTRESS IN A SUPPORTING ROLE,won
2003,76,Pieces of April,ACTRESS IN A SUPPORTING ROLE,nominated
2003,76,Thirteen,ACTRESS IN A SUPPORTING ROLE,nominated
2003,76,Mystic River,ACTRESS IN A SUPPORTING ROLE,nominated
2003,76,The Triplets of Belleville,ANIMATED FEATURE FILM,nominated
2003,76,Finding Nemo,ANIMATED FEATURE FILM,won
2003,76,Brother Bear,ANIMATED FEATURE FILM,nominated
2003,76,The Lord of the Rings: The Return of the King,ART DIRECTION,won
2003,76,Girl with a Pearl Earring,ART DIRECTION,nominated
2003,76,Master and Commander: The Far Side of the World,ART DIRECTION,nominated
2003,76,The Last Samurai,ART DIRECTION,nominated
2003,76,Seabiscuit,ART DIRECTION,nominated
2003,76,Cold Mountain,CINEMATOGRAPHY,nominated
2003,76,Girl with a Pearl Earring,CINEMATOGRAPHY,nominated
2003,76,City of God,CINEMATOGRAPHY,nominated
2003,76,Master and Commander: The Far Side of the World,CINEMATOGRAPHY,won
2003,76,Seabiscuit,CINEMATOGRAPHY,nominated
2003,76,The Lord of the Rings: The Return of the King,COSTUME DESIGN,won
2003,76,Girl with a Pearl Earring,COSTUME DESIGN,nominated
2003,76,Master and Commander: The Far Side of the World,COSTUME DESIGN,nominated
2003,76,The Last Samurai,COSTUME DESIGN,nominated
2003,76,Seabiscuit,COSTUME DESIGN,nominated
2003,76,The Lord of the Rings: The Return of the King,DIRECTING,won
2003,76,Lost in Translation,DIRECTING,nominated
2003,76,City of God,DIRECTING,nominated
2003,76,Mystic River,DIRECTING,nominated
2003,76,Master and Commander: The Far Side of the World,DIRECTING,nominated
2003,76,Capturing the Friedmans,DOCUMENTARY (Feature),nominated
2003,76,The Fog of War,DOCUMENTARY (Feature),won
2003,76,My Architect,DOCUMENTARY (Feature),nominated
2003,76,The Weather Underground,DOCUMENTARY (Feature),nominated
2003,76,Balseros,DOCUMENTARY (Feature),nominated
2003,76,Asylum,DOCUMENTARY (Short Subject),nominated
2003,76,Ferry Tales,DOCUMENTARY (Short Subject),nominated
2003,76,Chernobyl Heart,DOCUMENTARY (Short Subject),won
2003,76,Cold Mountain,FILM EDITING,nominated
2003,76,The Lord of the Rings: The Return of the King,FILM EDITING,won
2003,76,City of God,FILM EDITING,nominated
2003,76,Master and Commander: The Far Side of the World,FILM EDITING,nominated
2003,76,Seabiscuit,FILM EDITING,nominated
2003,76,Evil,FOREIGN LANGUAGE FILM,nominated
2003,76,Zelary,FOREIGN LANGUAGE FILM,nominated
2003,76,Twin Sisters,FOREIGN LANGUAGE FILM,nominated
2003,76,The Barbarian Invasions,FOREIGN LANGUAGE FILM,won
2003,76,The Twilight Samurai,FOREIGN LANGUAGE FILM,nominated
2003,76,The Lord of the Rings: The Return of the King,MAKEUP,won
2003,76,Master and Commander: The Far Side of the World,MAKEUP,nominated
2003,76,Pirates of the Caribbean: The Curse of the Black Pearl,MAKEUP,nominated
2003,76,House of Sand and Fog,MUSIC (Original Score),nominated
2003,76,Big Fish,MUSIC (Original Score),nominated
2003,76,Cold Mountain,MUSIC (Original Score),nominated
2003,76,The Lord of the Rings: The Return of the King,MUSIC (Original Score),won
2003,76,Finding Nemo,MUSIC (Original Score),nominated
2003,76,The Triplets of Belleville,MUSIC (Original Song),nominated
2003,76,The Lord of the Rings: The Return of the King,MUSIC (Original Song),won
2003,76,Cold Mountain,MUSIC (Original Song),nominated
2003,76,A Mighty Wind,MUSIC (Original Song),nominated
2003,76,The Lord of the Rings: The Return of the King,BEST PICTURE,won
2003,76,Lost in Translation,BEST PICTURE,nominated
2003,76,Mystic River,BEST PICTURE,nominated
2003,76,Master and Commander: The Far Side of the World,BEST PICTURE,nominated
2003,76,Seabiscuit,BEST PICTURE,nominated
2003,76,Gone Nutty,SHORT FILM (Animated),nominated
2003,76,Nibbles,SHORT FILM (Animated),nominated
2003,76,Harvie Krumpet,SHORT FILM (Animated),won
2003,76,Destino,SHORT FILM (Animated),nominated
2003,76,Boundin',SHORT FILM (Animated),nominated
2003,76,Two Soldiers,SHORT FILM (Live Action),won
2003,76,(A) Torzija [(A) Torsion],SHORT FILM (Live Action),nominated
2003,76,Die Rote Jacke (The Red Jacket),SHORT FILM (Live Action),nominated
2003,76,Most (The Bridge),SHORT FILM (Live Action),nominated
2003,76,Squash,SHORT FILM (Live Action),nominated
2003,76,Pirates of the Caribbean: The Curse of the Black Pearl,SOUND EDITING,nominated
2003,76,Finding Nemo,SOUND EDITING,nominated
2003,76,Master and Commander: The Far Side of the World,SOUND EDITING,won
2003,76,Pirates of the Caribbean: The Curse of the Black Pearl,SOUND MIXING,nominated
2003,76,The Lord of the Rings: The Return of the King,SOUND MIXING,won
2003,76,Master and Commander: The Far Side of the World,SOUND MIXING,nominated
2003,76,The Last Samurai,SOUND MIXING,nominated
2003,76,Seabiscuit,SOUND MIXING,nominated
2003,76,The Lord of the Rings: The Return of the King,VISUAL EFFECTS,won
2003,76,Master and Commander: The Far Side of the World,VISUAL EFFECTS,nominated
2003,76,Pirates of the Caribbean: The Curse of the Black Pearl,VISUAL EFFECTS,nominated
2003,76,American Splendor,WRITING (Adapted Screenplay),nominated
2003,76,The Lord of the Rings: The Return of the King,WRITING (Adapted Screenplay),won
2003,76,City of God,WRITING (Adapted Screenplay),nominated
2003,76,Mystic River,WRITING (Adapted Screenplay),nominated
2003,76,Seabiscuit,WRITING (Adapted Screenplay),nominated
2003,76,Dirty Pretty Things,WRITING (Original Screenplay),nominated
2003,76,In America,WRITING (Original Screenplay),nominated
2003,76,Finding Nemo,WRITING (Original Screenplay),nominated
2003,76,Lost in Translation,WRITING (Original Screenplay),won
2003,76,The Barbarian Invasions,WRITING (Original Screenplay),nominated
2004,77,The Aviator,ACTOR IN A LEADING ROLE,nominated
2004,77,Finding Neverland,ACTOR IN A LEADING ROLE,nominated
2004,77,Ray,ACTOR IN A LEADING ROLE,won
2004,77,Hotel Rwanda,ACTOR IN A LEADING ROLE,nominated
2004,77,Million Dollar Baby,ACTOR IN A LEADING ROLE,nominated
2004,77,The Aviator,ACTOR IN A SUPPORTING ROLE,nominated
2004,77,Closer,ACTOR IN A SUPPORTING ROLE,nominated
2004,77,Sideways,ACTOR IN A SUPPORTING ROLE,nominated
2004,77,Collateral,ACTOR IN A SUPPORTING ROLE,nominated
2004,77,Million Dollar Baby,ACTOR IN A SUPPORTING ROLE,won
2004,77,Being Julia,ACTRESS IN A LEADING ROLE,nominated
2004,77,Vera Drake,ACTRESS IN A LEADING ROLE,nominated
